title,genre,language,release_date,imdb_score,cast,directors,movie_duration,plot_keywords,genres,movie_tone
Durga,Drama,hi,1939-01-06,0.0,"['Saradindu Bandopadhyay', 'Narottam Vyas']",['Franz Osten'],unknown,"['spite', 'prevent', 'village', 'rural', 'nature', 'aged', 'death', 'doctor', 'adolescent', 'heera', 'living', 'required', 'befalls', 'mother', 'sympathies', 'unable', 'jawahar', 'arrived', 'medicine', 'durga', 'melodrama', 'child', 'heroine', 'misfortune']",['Drama'],"['neutral', 'serious', 'emotional']"
Prem Nagar,Romance,hi,1940-01-01,0.0,['Gulzar'],['Mohan Dayaram Bhavnani'],unknown,"['prem', 'nagar', 'india', 'quarrel', 'village', 'contented', 'burst', 'envy', 'greed', 'grew', 'prem nagar', 'spark', 'jealousy', 'happy', 'flared', 'destroyed', 'anger', 'small', 'misunderstanding', 'flame', 'tiny']",['Romance'],"['neutral', 'uplifting', 'heartwarming']"
Ek Hi Bhool,"Horror, Mystery",hi,1940-01-01,0.0,['Meena Kumari'],['Vijay Bhatt'],unknown,"['revenge', 'seeking', 'man', 'ghost', 'crime', 'executed', 'commit']","['Horror', 'Mystery']","['scary', 'tense', 'dark']"
Anarbala,Horror,hi,1940-01-01,0.0,['Munshi Nayab'],['A.M. Khan'],unknown,"['narka kumari', 'narka', 'magic', 'daughter', 'shanta', 'abdul', 'keeps', 'worship', 'goddess', 'pahelwan', 'vishnu', 'kashmiri', 'agya', 'ruler', 'betal', 'hidden', 'abdul rahim pahelwan', 'monsters', 'rahim', 'kumari', 'kidnaps', 'city', 'anarbala', 'syed', 'agya betal', 'singh', 'maldweep', 'jan', 'madan', 'shanta kashmiri', 'sacrificing', 'maharaja', 'demonic', 'devotees', 'god']",['Horror'],"['dark', 'neutral', 'intense']"
Diamond Queen,Adventure,hi,1940-01-02,0.0,"['J.B.H. Wadia', 'Munshi Sham']",['Homi Wadia'],unknown,"['homi', 'directed', 'wadia']",['Adventure'],['neutral']
Aurat,Drama,hi,1940-01-02,5.0,"['Babubhai A. Mehta', 'Wajahat Mirza']",['Mehboob Khan'],unknown,"['contrasting', 'strives', 'sons', 'poverty', 'lender', 'feed', 'money', 'grew', 'mother', 'lecherous', 'resolute', 'temperament', 'radha']",['Drama'],"['neutral', 'serious', 'emotional']"
Azad,Drama,hi,1940-01-15,0.0,"['Saradindu Bandopadhyay', 'J.S. Casshyap']",['N.R. Acharya'],unknown,"['conservative', 'story', 'liberal', 'friends', 'loknath', 'jagdish', 'centres', 'vijay', 'college']",['Drama'],"['neutral', 'serious', 'emotional']"
Acchut,"Drama, History",hi,1940-04-05,0.0,['Chandulal Shah'],['Chandulal Shah'],unknown,"['achhut (the untouchable', 'achhut', 'untouchable', 'gandhi', '1940', 'indian', 'hindi', 'film', 'highest', 'grossing', 'social', 'indian hindi', 'untouchability', 'promote', 'movement', 'based']","['Drama', 'History']","['neutral', 'serious', 'emotional']"
Zindagi,Drama,hi,1940-07-11,0.0,"['Javed Hussain', 'Kidar Nath Sharma']",['P.C. Barua'],unknown,"['unemployed', 'story', 'cruel', 'love', 'falls', 'ran', 'graduate', 'woman', 'husband']",['Drama'],"['serious', 'neutral', 'uplifting']"
Bandhan,"Drama, Family",hi,1940-08-10,0.0,"['J.S. Casshyap', 'Amiya Chakrabarty', 'Gyan Mukherjee']",['N.R. Acharya'],unknown,"['stars', 'talkies', 'bombay talkies', 'highest', '1940', 'chitnis', 'bandhan', 'leela chitnis', 'n.r. acharya', 'grossing', 'film', 'second', 'directed', 'produced', 'bombay', 'leela', 'bollywood', 'ashok kumar', 'ashok', 'indian', 'n.r.', 'acharya', 'kumar', 'suresh']","['Drama', 'Family']","['neutral', 'serious', 'emotional']"
Alibaba,Fantasy,hi,1940-11-22,0.0,"['Surendra', 'Ghulam Mohammed', 'Wahidan']",['Mehboob Khan'],unknown,"['alibaba', 'rich', 'burial', 'story', 'wife', 'magic', 'live', 'find', 'girls', 'hassan', 'secret', 'marjina', 'league', 'abu', 'finds', 'visiting', 'words', 'wealth', 'knowing', 'leader', 'body', 'outsmarting', 'son', 'tells', 'thieves', 'cassim', 'follows', 'goes', 'merchant', 'comes', 'brother', 'slave', 'zabba', 'gang', 'abu hassan', 'kill', 'love', 'forgotten', 'work', 'insists', 'bring', 'house', 'cave']",['Fantasy'],"['neutral', 'uplifting']"
Nartaki,"Drama, Music, Romance",hi,1940-12-24,0.0,"['Debaki Kumar Bose', 'A.H. Shore']",['Debaki Kumar Bose'],unknown,"['bengali', 'roop kumari', 'roop', 'court', 'entry', 'listed', 'priest', 'leela desai', 'hindi', 'cast', 'strict', 'version', 'dancer', 'run', 'release year', 'kumari', 'desai', 'director', 'release', 'leela', 'disciplinarian', 'different', 'temple', 'famous', 'forbidden', 'monastery', 'year']","['Drama', 'Music', 'Romance']","['serious', 'neutral', 'heartwarming']"
Jhoola,Drama,hi,1941-01-01,0.0,"['Shaheed Latif', 'Gyan Mukherjee', 'P.L. Santoshi']",['Gyan Mukherjee'],unknown,"['hindi', '1941', 'film']",['Drama'],"['neutral', 'serious', 'emotional']"
Chitralekha,"Drama, History, Musical, Romance",hi,1941-01-01,0.0,['Sibtain Fazli'],['Kidar Nath Sharma'],unknown,"['charan', '1941', 'bhagwati charan verma', 'based', '1934', 'hindi', 'directed', 'indian', 'kidar', 'film', 'sharma', 'novel', 'kidar sharma', 'chitralekha', 'language', 'verma', 'bhagwati']","['Drama', 'History', 'Musical', 'Romance']","['serious', 'neutral', 'heartwarming']"
Padosi,Drama,hi,1941-01-01,0.0,"['Vishram Bedekar', 'Pandit Sudershan']",['Shantaram Rajaram Vankudre'],2h 15m,"['communities', 'india', 'live', 'construct', 'village', 'mazhar', 'harmony', 'disunity', 'hindi', 'version', 'film', 'starring', 'gajanan', 'jagirdar', 'arrives', 'industrialist', 'villagers', 'gajanan jagirdar', 'khan', 'distrust', 'muslim', 'different', 'sows', 'anees', 'small', 'khatoon', 'mazhar khan', 'dam']",['Drama'],"['neutral', 'serious', 'emotional']"
Ummeed,"Comedy, Drama",hi,1941-01-01,0.0,"['Ishwarlal', 'Prabha', 'Noor Jehan']",['Manibhai Vyas'],unknown,"['manibhai vyas', 'classic', 'manibhai', 'directed', 'indian', 'vyas']","['Comedy', 'Drama']","['serious', 'neutral', 'lighthearted']"
Khazanchi,Mystery,hi,1941-01-02,0.0,['Dalsukh M. Pancholi'],['Moti B. Gidwani'],unknown,"['killing', 'actress', 'allegations', 'prove', 'cashier', 'needs', 'faces', 'false', 'innocence']",['Mystery'],['neutral']
Sikandar,"War, Drama, History",hi,1941-02-19,0.0,['Sudarshan'],['Sohrab Modi'],2h 26m,"['meaning', 'approaches', 'story', 'way', 'valley', 'king', 'modi', 'replied', 'persia', 'hindi', 'defeated', 'like', 'film', 'puru', 'plays', 'border', 'sikander', 'killed', 'porus', 'goes', 'sohrab modi', 'conquers', 'imprisoned', 'treated', 'winner', 'begins', 'asked', 'kabul', 'sohrab', 'alexander', 'alexander the great (sikander in hindi/urdu', 'indian', 'great', 'jhelum', 'urdu', 'greeks']","['War', 'Drama', 'History']","['neutral', 'serious', 'emotional']"
Bahen,Drama,hi,1941-08-06,0.0,"['Babubhai A. Mehta', 'Wajahat Mirza', 'Zia Sarhadi']",['Mehboob Khan'],unknown,"['sister', 'baby', 'floods', 'kanhaiyalal', 'moti', 'stay', 'time', 'bina', 'amar', 'falls', 'mukhtar', 'lose', 'divorced', 'daughter', 'nalini', 'meena', 'the years', 'idea', 'possessive', 'harish', 'forgoes', 'saved', 'young', 'activist', 'grown', 'look', 'growing', 'marriage', 'plans', 'baby meena kumari', 'happiness', 'kumari', 'rajendra', 'thief', 'years', 'social', 'girl', 'end', 'moti kanhaiyalal', 'jaywant', 'gets', 'uniting', 'born', 'love', 'bear', 'incidents', 'little', 'sheikh', 'nalini jaywant']",['Drama'],"['serious', 'neutral', 'uplifting']"
Station Master,Drama,hi,1942-01-01,0.0,"['Vishnupant Aundhkar', 'P.L. Santoshi']",['Chimanlal Luhar'],unknown,"['daughter', 'dts', 'guard', 'marry', 'employee', 'widower', 'married', 'like', 'station', 'refuses', 'old', 'usha', 'fallen', 'arun', 'kalicharan', 'rangpur', 'indian railways', 'indian', 'master', 'railways', 'love', 'wants', 'niranjan', 'railway']",['Drama'],"['serious', 'neutral', 'uplifting']"
Bharat Milap,"Adventure, Drama, History",hi,1942-01-01,0.0,['Vishnupant Aundhkar'],['Vijay Bhatt'],unknown,"['maharani', 'kekaiyi', 'schemes', 'son', 'maharani kekaiyi', 'throne']","['Adventure', 'Drama', 'History']","['neutral', 'serious', 'emotional']"
Roti,Drama,hi,1942-01-01,0.0,['Wajahat Mirza'],['Mehboob Khan'],unknown,"['couple', 'possessed', 'find', 'nature', 'air', 'roti', 'critique', 'tribal', 'primeval', 'saved', 'early', 'crash', 'living', 'insight', 'deals', 'real', 'expressionism', 'the early 1940s', 'models', 'happiness', 'millionaire', 'german', 'city', 'ruined', 'money', 'society', 'salvation', 'industrial', 'tries', 'inspired', 'civilisation', 'emigrate', '1940s', 'prophetic', 'state', 'indian', 'return', 'power']",['Drama'],"['neutral', 'serious', 'emotional']"
Basant,"Drama, Music",hi,1942-01-02,6.0,['Amiya Chakrabarty'],['Amiya Chakrabarty'],unknown,"['baby', 'fall', 'singing', 'mumtaz shanti', 'manju', 'poverty', 'admires', 'daughter', 'find', 'wanted', ""janki babu's"", 'got', 'marry', 'role', 'owner', 'seeing', 'married', 'true', 'leaves', 'talent', 'nirmal', 'elder', 'face', 'mumtaz', 'janki babu', 'unable', 'leading', 'leave', 'gives', 'struggle', 'janki', 'likes', 'uma', 'cope', 'approve', 'poor', 'brother', 'job', 'chance', 'babu', 'theater', 'meet', 'homeless', 'siblings', 'love', 'misunderstanding', 'shanti', 'small', 'younger', 'struggling', 'babul', 'house', 'persuades', 'suresh']","['Drama', 'Music']","['serious', 'neutral', 'uplifting']"
Zamindar,Mystery,hi,1942-01-02,0.0,['Imtiaz Ali Taj'],['Moti B. Gidwani'],unknown,"['young', 'greedy', 'landlord', 'witness', 'murder', 'girl', 'blind', 'repentant']",['Mystery'],['neutral']
Bhakta Surdas,"History, Music",hi,1942-01-03,0.0,"['Kesar Bai', 'Bashir', 'Khurshid Begum']",['Chaturbhuj Doshi'],unknown,"['saint', 'bhakt', 'krishna', 'devotee', 'surdas', 'great', 'lord', 'poet', '16th-century', 'century', '16th', 'bhakt surdas', 'blind']","['History', 'Music']",['neutral']
Saugandh,"Drama, Romance",hi,1942-03-24,0.0,"['Pahadi Sanyal', 'Bharati Devi', 'Asitbaran']",['Hemchandra Chunder'],unknown,"['ensure', 'educates', 'sibling', 'son', 'fate', 'elder', 'fulfills', 'independent', 'crime', 'plans', 'man', 'shields', 'promise', 'commits', 'arun', 'brother', 'father', 'everthing', 'worries', 'unthinkable', 'harm', 'younger', 'asks', 'power']","['Drama', 'Romance']","['thought-provoking', 'serious', 'suspenseful']"
Khandaan,Drama,hi,1942-04-25,0.0,"['Noor Jehan', 'Pran Sikand', 'Ghulam Mohammed']",['Shaukat Hussain Rizvi'],2h 51m,"['young', 'committing', 'seduces', 'jailed', 'man', 'killing', 'released', 'stop', 'kind', 'son', 'employer', 'woman', 'crime', 'tries']",['Drama'],"['serious', 'suspenseful', 'neutral']"
Killer Corpse,Horror,hi,1943-01-01,0.0,"['Eddie Billimoria', 'Baburao Pahelwan', 'Shanta Rin']",['A.R. Kardar'],unknown,"['horror', '1943', 'movie', 'indian']",['Horror'],"['dark', 'neutral', 'intense']"
Running Ghost,Horror,hi,1943-01-01,0.0,"['Baburao Pahelwan', 'Brij Rani', 'Ali']",['Ramanlal Desai'],unknown,"['horror', '1943', 'movie', 'indian']",['Horror'],"['dark', 'neutral', 'intense']"
Sanjog,"Comedy, Drama",hi,1943-01-01,0.0,['Waqif'],['Abdul Rashid Kardar'],unknown,"['goes', 'interview', 'fall', 'married', 'dire', 'bina', 'daughter', 'love', 'mistaken', 'afraid', 'groom', 'consequences', 'possible', 'runs', 'rajasaheb', 'deepak', 'meet']","['Comedy', 'Drama']","['serious', 'neutral', 'lighthearted']"
Hamari Baat,Drama,hi,1943-01-01,0.0,"['Devika Rani', 'Suraiya', 'David Abraham']",['M.I. Dharamsey'],unknown,"['hamari baat', 'released', '1943', 'baat', 'hamari', 'film', 'bollywood']",['Drama'],"['neutral', 'serious', 'emotional']"
Prithvi Vallabh,Drama,hi,1943-01-01,0.0,"['K.M. Munshi', 'Pandit Sudershan']",['Sohrab Modi'],2h 1m,"['sister', 'help', 'story', 'neighboring', 'revolves', 'kings', 'rest', 'king', 'captivity', 'munj', 'mrinalvati', 'khote', 'film', 'follows', 'k. n. singh', 'following', 'avantipur', 'vallabh', 'durga', 'manages', 'singh', 'capture', 'cruel', 'kind', 'prithvi', 'incidents', 'prithvi vallabh', 'tailap', 'neighbouring', 'bhillam']",['Drama'],"['neutral', 'serious', 'emotional']"
Shakuntala,"Drama, Romance",hi,1943-01-01,0.0,['Dewan Sharar'],['Shantaram Rajaram Vankudre'],unknown,"['dushyanta', 'jayashree', 'names', 'king', 'court', 'encounter', 'forest', 'finds', 'rejected', 'son', 'royal', 'refuses', 'ganesh', 'lover', 'tracks', 'kumar ganesh', 'gives', 'following', 'birth', 'tries', 'chandramohan', 'king dushyanta', 'shakuntala', 'passionate', 'bharat', 'pregnant', 'kumar']","['Drama', 'Romance']","['thought-provoking', 'serious', 'neutral']"
Taqdeer,Comedy,hi,1943-01-02,0.0,"['Agha Jani Kashmiri', 'Ghulam Mohammed']",['Mehboob Khan'],unknown,"['theatre', 'lightweight', 'daughter', 'lose', 'badriprasad', 'ambitious', 'owner', 'son', 'charlie', 'kumbh', 'mehboob', 'gangaprasad', 'mela', 'najma', 'humayun', 'comedy', '1943', 'seth', 'seth badriprasad', 'chandramohan', 'justice']",['Comedy'],"['neutral', 'lighthearted', 'funny']"
Ram Rajya,Drama,hi,1943-01-08,5.0,"['Kanu Desai', 'Valmiki']",['Vijay Bhatt'],2h 24m,"['returns', 'purified', 'ravan', 'wife', 'fire', 'sri', 'crowned', 'king', 'bhagwan', 'empire', 'exile', 'sita', 'lord', 'rescues', 'funeral', 'appearing', '14 year', 'arranges', 'presence', 'demolishes', 'sri lanka', 'pure', 'pyre', 'following', 'comes', 'lanka', 'asking', 'ram', 'bhagwan ram', 'unscathed', 'placed', 'shri', 'evil', 'year', 'ayodhya']",['Drama'],"['neutral', 'serious', 'emotional']"
Naukar,Drama,hi,1943-01-18,0.0,['Saadat Hassan Manto'],['Shaukat Hussain Rizvi'],unknown,"['jehan', 'chandra', 'fifth', 'naukar', 'grossing', 'noor', 'film', 'rizvi', 'starring', 'mohan', 'noor jehan', '1943', 'directed', 'shobhna', 'shobhna samarth', 'chandra mohan', 'shaukat', 'bollywood', 'shaukat hussain rizvi', 'indian', 'hussain', 'samarth']",['Drama'],"['neutral', 'serious', 'emotional']"
Wapas,"Drama, Romance",hi,1943-01-20,0.0,"['Asitbaran', 'Dhiraj Bhattacharya', 'Bharati Devi']",['Hemchandra Chunder'],unknown,"['tale', 'fall', 'able', 'story', 'lovers', 'village', 'find', 'bury', 'families', 'simple', 'young', 'fair', 'wapas', 'conflict', 'zone', 'suffer', 'friends', 'bond', 'differences', 'visit', 'wronged', 'pride', 'love', 'hurt', 'sure', 'turns']","['Drama', 'Romance']","['thought-provoking', 'serious', 'neutral']"
Kismet,Drama,hi,1943-02-01,5.5,"['Shahid Latif', 'Gyan Mukherjee', 'Santoshi']",['Gyan Mukherjee'],2h 23m,"['business', 'live', 'poverty', 'daughter', 'encounter', 'petty', 'young', 'villainous', 'owner', 'romance', 'brings', 'new', 'criminal', 'years', 'father', 'chance', 'pickpocket', 'theater', 'ousted', 'crippled']",['Drama'],"['neutral', 'serious', 'emotional']"
Kashinath,Drama,hi,1943-04-02,0.0,"['Nitin Bose', 'Nripendrakrishna Chatterjee', 'Sarat Chandra Chattopadhyay']",['Nitin Bose'],unknown,"['landlord', 'mood', 'live', 'daughter', 'village', 'support', 'suggests', 'attached', 'sends', 'priest', 'shiromoni', 'started', 'zamindar', 'son', 'pitambar', 'mukherjee', 'leave', 'chakraborty', 'pitambar chakraborty', 'father', 'errand', 'home', 'kashinath', 'mr.', 'discovers', 'return', 'house', 'bindu', 'kin']",['Drama'],"['neutral', 'serious', 'emotional']"
Najma,Drama,hi,1943-07-30,4.0,['Agha Jani Kashmiri'],['Mehboob Khan'],2h 1m,"['mehboob productions', 'veena', 'socials', 'lyrics', 'music', 'film', 'mehboob', 'starring', 'najma', 'mehboob khan', 'productions', 'followed', 'rafiq', 'financial', '1943', 'directed', 'khan', 'ghaznavi', 'pilibhiti', 'release', 'ashok kumar', 'rafiq ghaznavi', 'muslim', 'anjum pilibhiti', 'ashok', 'indian', 'anjum', 'banner', 'blueprint', 'success', 'kumar']",['Drama'],"['neutral', 'serious', 'emotional']"
Dasi,Drama,hi,1944-01-01,0.0,['Dalsukh M. Pancholi'],['Hiren Bose'],unknown,"['ragini', 'prakash', 'starring', 'film']",['Drama'],"['neutral', 'serious', 'emotional']"
My Sister,"Drama, Romance",hi,1944-01-01,0.0,"['K.L. Saigal', 'Sumitra Devi', 'Akhtar Jehan']",['Hemchandra Chunder'],unknown,"['sister', 'story', 'relationships', 'rise', 'young', 'backdrop', 'fame', 'singer', 'film', 'set', 'changes', 'calcutta', 'followed', 'raid', 'schoolteacher', 'following', 'bomb', 'ww ii', 'meri bahen', 'bahen', 'meri']","['Drama', 'Romance']","['thought-provoking', 'serious', 'neutral']"
Jwar Bhata,"Drama, Romance",hi,1944-01-02,0.0,"['Ruma Guha Thakurta', 'Aga Jaan', 'Vikram Kapoor']",['Amiya Chakrabarty'],unknown,"['ruma', 'ruma guha thakurta', 'jaan', 'film', 'vikram kapoor', 'aga jaan', 'starring', 'thakurta', 'kapoor', 'vikram', 'aga', 'guha']","['Drama', 'Romance']","['thought-provoking', 'serious', 'neutral']"
Dost,Drama,hi,1944-01-10,0.0,"['Maya Banerjee', 'Husn Banu', 'Kanhaiyalal Chaturvedi']",['Shaukat Hussain Rizvi'],unknown,"['kanhaiyalal', 'himalaya', 'composed', 'jehan', 'navin', 'dasani', 'english', 'lyrics', 'himalaya dasani', 'music', 'mirza musharraf', 'sajjad', 'maya banerjee', 'hindi', 'cast', 'noor', 'varmala kumthekar', 'dost', 'film', 'rizvi', 'written', 'musharraf', 'supporting', 'husn banu', 'song', 'pictures', 'noor jehan', 'shams', 'sajjad hussain', 'play', 'directed', 'husn', 'banu', 'shams lakhnavi', 'produced', 'mirza', 'banerjee', 'ram', 'shaukat', 'bollywood', 'shaukat hussain rizvi', 'sherali', '1944', 'navin pictures', 'agha', 'varmala', 'lead', 'motilal', 'ram pyari', 'banner', 'hussain', 'friend', 'pyari', 'lakhnavi', 'maya', 'kumthekar']",['Drama'],"['neutral', 'serious', 'emotional']"
Ratan,"Music, Romance",hi,1944-01-24,6.0,"['R.S. Choudhury', 'D.N. Madhok']",['M. Sadiq'],1h 58m,"['returns', 'cheated', 'snatched', 'childhood', 'circumstances', 'accept', 'grown', 'married', 'youth', 'face', 'seen', 'guilty', 'man', 'meet', 'day', 'older', 'lead', 'love', 'small', 'child', 'friend', 'time', 'feels']","['Music', 'Romance']","['neutral', 'uplifting', 'heartwarming']"
Lal Haveli,"Drama, Romance",hi,1944-12-16,0.0,"['R.S. Choudhury', 'Agha Jani Kashmiri', 'K.B. Lall']",['K.B. Lall'],unknown,"['family', 'marriage', 'jawahar', 'mukta', 'rich', 'man', 'higher', 'love', 'arrange', 'friends', 'son', 'wants', 'social', 'childhood', 'anand', 'class', 'belongs']","['Drama', 'Romance']","['thought-provoking', 'serious', 'neutral']"
Tadbir,"Drama, Family",hi,1945-01-01,0.0,"['K.L. Saigal', 'Suraiya', 'Mubarak Mechant']",['Jayant Desai'],unknown,"['kanhaiyalal', 'manner', 'poverty', 'find', 'battle', 'jayant', 'saguna', 'whore', 'unexpected', 'prediction', 'matures', 'fortuneteller', 'true', 'named', 'protagonist', 'film', 'grow', 'according', 'mother', 'crime', 'unpromising', 'sacrifices', 'family', 'centering', 'goes', 'knife', 'shelter', 'kindly', 'saigal', 'life', 'desai', 'comes', 'surgeon', 'prostitute', 'tragedy', 'birth', 'gallows', 'consort', 'directs', 'home', 'school', 'med', 'melodrama', 'skillful', 'jayant desai', 'sentenced', 'handy', 'progresses', 'suraiya']","['Drama', 'Family']","['serious', 'suspenseful', 'neutral']"
Ramayani,Fantasy,hi,1945-01-01,0.0,"['Kanhaiyalal Chaturvedi', 'Rose']",['Sarvottam Badami'],unknown,"['amirbai karnataki', 'kanhaiyalal', 'nargis', 'amirbai', 'purnima productions', 'era', 'chandra', 'bhatt', 'based', 'rose', 'bekal several', 'lyrics', 'bekal', 'music', 'sanyal', 'films', 'karnataki', 'hindi', 'version', 'ramayana', 's. n. tripathi', 'film', 'written', 'vijay bhatt', 'mohan', 'productions', 'epic', 'wikipedia', '1943', 'directed', 'sarvottam', 'sarvottam badami', 'tripathi', 'purnima', 'vijay', 'chandra mohan', 'ram', 'badami', '1945', 'direction', 'mythological', 'pahari', 'famous', 'pahari sanyal', 'titling', 'starred', 'rajya', 'ramayani']",['Fantasy'],['neutral']
Village Girl,Drama,hi,1945-01-01,6.5,"['Noor Jehan', 'Nazir', 'Anant Marathe']",['K. Amarnath'],unknown,"['jani', 'boy', 'victorious', 'village', 'warfront', 'comes', 'sent', 'sunedar', 'major']",['Drama'],"['neutral', 'serious', 'emotional']"
Ek Din Ka Sultan,"Drama, History",hi,1945-01-01,0.0,['Agha Jani Kashmiri'],['Sohrab Modi'],unknown,"['mehtab', 'film', 'starring', 'wasti']","['Drama', 'History']","['neutral', 'serious', 'emotional']"
Humayun,"War, Romance, History",hi,1945-01-01,3.0,"['Agha Jani Kashmiri', 'Waqif']",['Mehboob Khan'],1h 58m,"['1945', 'epic', 'humayan', 'हुमायूँ', 'highest', 'hindi', 'historical', 'indian', 'directed', 'film', 'grossing', 'khan', 'indian bollywood', 'mehboob', 'seventh', 'mehboob khan', 'bollywood']","['War', 'Romance', 'History']","['neutral', 'uplifting', 'heartwarming']"
