title,genre,language,release_date,imdb_score,cast,directors,movie_duration,plot_keywords,genres,movie_tone
Tahaan,Drama,hi,2008-09-05,7.0,"['Santosh Sivan', 'Ritesh Menon', 'Paul Hardart']",['Santosh Sivan'],1h 37m,"['war', 'beloved', 'kashmir', 'neighboring', 'india', 'distant', 'capacity', 'mountain', 'point', 'violence', 'childhood', 'claims', 'drawn', 'donkey', 'hears', 'boy', 'confiscated', 'landscape', 'character', 'set', 'territorial', 'tender', 'debts', 'old', 'rugged', 'payment', 'family', 'goes', 'pakistan', 'poor', 'quest', 'innocence', 'reclaim', 'gunfire', 'understand', 'fable', 'realities', 'an eight year old', 'flash', 'title', 'year']",['Drama'],"['serious', 'dark', 'neutral']"
Hijack,"Action, Thriller",hi,2008-09-05,4.8,"['Gavendra Agarwal', 'Kumaar', 'Kunal Shivdasani']",['Kunal Shivdasani'],1h 57m,"['luck', 'revolves', 'daughter', 'chief', 'traveling', 'airport', 'flight', 'maintenance', 'ahuja', 'action', 'film', 'shiney ahuja', 'chandigarh', 'hijack', 'amritsar', 'social', 'life', 'vikram', 'delhi', 'limited', 'ground', 'security', 'rajeev', 'madan', 'friend', 'shiney', 'officer', 'hijacked', 'thriller']","['Action', 'Thriller']","['tense', 'dark', 'suspenseful']"
A Wednesday!,"Drama, Thriller",hi,2008-09-05,6.954,['Neeraj Pandey'],['Neeraj Pandey'],1h 44m,"['mumbai', 'informed', 'commissioner', 'prakash rathod', 'prakash', 'recounts', 'scare', 'career', 'rathod', 'bomb', 'ordinary', 'case', 'police', 'memorable', 'commoner', 'retired']","['Drama', 'Thriller']","['serious', 'tense', 'suspenseful']"
Bhole Shankar,"Family, Drama",hi,2008-09-12,0.0,['Pankaj Shukla'],['Pankaj Shukla'],2h 10m,"['underworld', 'language', 'bhole', 'shankar', 'unemployment', 'revolves', 'spoken', 'bhojpuri', 'issue', 'brother', 'don', 'bhole shankar']","['Family', 'Drama']","['neutral', 'serious', 'emotional']"
Ru-Ba-Ru: For Now & Forever,"Romance, Drama, Mystery",hi,2008-09-12,6.5,"['Arjun Bali', 'Anvita Dutt', 'Shuja Haider']",['Arjun Bali'],unknown,"['little', 'fall', 'tie', 'way', 'bangkok', 'magic', 'workaholic', 'bit', 'ready', 'believing', 'wedding', 'based', 'nikhil', 'tara mishra', 'long', 'lives', 'fine', 'tara', 'relationship', 'romance', 'marriage', 'ceremony', 'enters', 'nikhil singh', 'meet', 'singh', 'begins', 'love', 'unravel', 'knot', 'time', 'mishra', 'thinks']","['Romance', 'Drama', 'Mystery']","['serious', 'neutral', 'heartwarming']"
1920,Horror,hi,2008-09-12,5.625,"['Vikram Bhatt', 'Dheeraj Rattan', 'Girish Dhamija']",['Vikram Bhatt'],2h 23m,"['pull', 'secret', 'wilderness', '1920', 'the year', 'circumstances', 'died', 'true', 'isolated', 'curse', 'years', 'life', 'mysterious', 'bought', 'tried', 'waiting', 'come', 'house', 'year']",['Horror'],"['dark', 'neutral', 'intense']"
Saas Bahu Aur Sensex,"Comedy, Drama",hi,2008-09-19,4.0,"['Raqueeb Alam', 'BlaaZe', 'Shona Urvashi']",['Shona Urvashi'],unknown,"['sen', 'party', 'parimal', 'lata kodialbal', 'kunti', 'lovers', 'dejected', 'live', 'daughter', 'macmillan &', 'primary', 'modi', 'modern', 'finds', 'based', 'mumbai', 'daytime', 'noorani', 'brar', 'lata', 'navi mumbai', 'divorce', 'dilnavaz noorani', 'bhosle', 'binita sen', 'sania noorani', 'kodialbal', 'nitya', 'jasbeer', 'parimal bhosle', 'macmillan', 'consisting', 'appears', 'resentful', 'jethmalani', 'steady', 'binita', 'modern society', 'sania', 'center', 'locates', 'group', 'soap', 'wagaskar', 'bitter', 'anita', 'society', 'featuring', 'kitty', 'job', 'attracted', 'kirti', 'gets', 'feroz sethna', 'anita jethmalani', 'ritesh', 'teacher', 'stock', 'sethna', 'jasbeer brar', 'hired', 'dilnavaz', 'kolkata', 'characters', 'girlfriend', 'arjun', 'kirti wagaskar', 'broker', 'navi', 'befriended', 'little', 'ritesh jethmalani', 'husband', 'interest', 'amp', 'feroz']","['Comedy', 'Drama']","['serious', 'neutral', 'lighthearted']"
Hulla,"Comedy, Drama",hi,2008-09-19,6.0,"['Milind Dhaimade', 'Sanjeev Sharma', 'Jaideep Varma']",['Jaideep Varma'],unknown,"['watchman', 'loud', 'moves', 'conflict', 'stockbroker', 'sleep', 'leads', 'blown', 'night', 'secretary', 'use', 'insists', 'flat', 'building', 'finds', 'whistle']","['Comedy', 'Drama']","['serious', 'neutral', 'lighthearted']"
Welcome to Sajjanpur,Comedy,hi,2008-09-19,5.529,"['Ashok Mishra', 'Shyam Benegal']",['Shyam Benegal'],2h 13m,"['warm', 'talpade', 'india', 'village', 'rural', 'graduate', 'movie', 'people', 'arts', 'ambition', 'living', 'shreyas', 'novel', 'bachelor', 'lives', 'real', 'college', 'unemployed', 'writer', 'satna', 'life', 'mahadev (shreyas talpade', 'uneducated', 'a bachelor of arts', 'potential', 'humble', 'impact', 'satirical', 'numerous', 'letters', 'writing', 'mahadev', 'occupation', 'portrait', 'forced', 'hearted']",['Comedy'],"['neutral', 'lighthearted', 'funny']"
Hari Puttar,"Comedy, Drama, Family",hi,2008-09-24,7.0,"['Rajesh Bajaj', 'Sameer']","['Rajesh Bajaj', 'Lucky Kohli']",1h 30m,"['arrangement', 'rocky', 'horror', 'left', 'chip', 'wish', 'hanuman', 'burglars', 'find', 'mom', 'fear', 'computer', 'extra', 'relocate', 'hariprasad dhoonca', 'london', 'bhagwan', 'morning', 'invaded', 'dad', 'bhagwan shri hanuman', 'cousins', 'true', 'space', 'the next morning', 'room', 'lives', 'delighted', 'tuk', 'picked', 'privacy', 'freedom', 'aunt', 'disappearance', 'plenty', 'unhappy', 'cousin', 'steal', 'adult', 'supervision', ""hariprasad's"", 'play', 'person', 'friends', 'sangeeta', 'england', 'turn', 'brother', 'female', 'hariprasad', 'rejoice', 'arrival', 'asked', 'older', 'tuk tuk', 'dhoonca', 'occupied', 'prays', 'dk', 'break', 'santosh', 'come', 'shri', 'house', 'uncle', 'amul', 'belongs', 'joy']","['Comedy', 'Drama', 'Family']","['serious', 'neutral', 'lighthearted']"
Cheenti Cheenti Bang Bang,"Animation, Family",hi,2008-10-01,0.0,"['Girindrasekhar Bose', 'Kharaj Mukherjee']",['R.D. Mallik'],unknown,"['laal budda', 'ant', 'laal', 'pronounced', 'standing', 'kingdoms', 'queen', 'beheading', 'mistreating', 'ants', 'handmaiden', 'opposing', 'red', 'laal budda’s', 'black', 'boils', 'proclamation', 'feud', 'budda', 'suspected']","['Animation', 'Family']",['neutral']
Kidnap,"Action, Crime, Thriller",hi,2008-10-02,4.37,"['Yatharth Awasthi', 'Shibani Bathija', 'Sanjay Gadhvi']",['Sanjay Gadhvi'],2h 15m,"['missing', 'informing', 'estranged', 'birthday', 'based', 'kidnapped', 'eighteenth', 'seeing', 'meets', 'receives', 'hopes', 'kidnapping', 'family', 'goes', 'letter', 'fortnight', 'alive', 'eye', 'father', 'kidnapper', 'mere', 'follow', 'entertain', 'instructions', 'sonia', 'businessman']","['Action', 'Crime', 'Thriller']","['tense', 'dark', 'neutral']"
Drona,"Action, Thriller",hi,2008-10-02,3.412,"['Goldie Behl', 'Rohini Killough', 'Vaibhav Modi']",['Goldie Behl'],2h 18m,"['family', 'young', 'aditya', 'man', 'orphaned', 'responsibilities', 'mystic', 'source', 'cosmic', 'energy', 'learns', 'lonely', 'warriors', 'guard', 'belongs', 'ancestral']","['Action', 'Thriller']","['tense', 'dark', 'suspenseful']"
Hello,Comedy,hi,2008-10-10,5.704,"['Atul Agnihotri', 'Jalees Sherwani', 'Alok Upadhyay']",['Atul Agnihotri'],unknown,"['workers', 'phone', 'receive', 'center', 'god']",['Comedy'],"['neutral', 'lighthearted', 'funny']"
Karzzzz,"Action, Romance, Thriller",hi,2008-10-17,3.3,"['Shiraz Ahmed', 'Sameer']",['Satish Kaushik'],2h 22m,"['unknown', 'decides', 'result', 'oberoi', 'monty oberoi', 'starts', 'falls', 'tina', 'place', 'guardian', 'kenya', 'death', 'feels', 'singer', 'meets', 'plot', 'dancer', 'visions', 'doctors', 'notices', 'appears', 'kamini', 'experiences', 'aware', 'sudden', 'having', 'hallucinating', 'advise', 'entrapped', 'monty', 'attracted', 'travel', 'love', 'break', 'incidents', 'kabira', 'uncle', 'resides']","['Action', 'Romance', 'Thriller']","['uplifting', 'tense', 'dark']"
Heroes,"Action, Adventure, Comedy",hi,2008-10-24,6.2,"['Aseem Arrora', 'Samir Karnik']",['Samir Karnik'],2h 19m,"['entrusts', 'america', 'naqvi', 'war', 'havaldar', 'sahil naqvi', 'located', 'armed', 'india', '3', 'leh', 'avinash', 'suri', 'manali', 'squadron', 'kuljeet', 'order', 'reporter', 'lieutenant', 'based', 'avinash sarin', 'deliver', 'leader', 'locate', 'youth', 'kargil war', 'film', 'chandigarh, manali', 'written', 'ibn', 'dr.', 'set', 'journey', 'kaur', 'men', 'kuljeet kaur', 'televise', 'forces', 'chandigarh', 'join', 'pakistan', 'sameer suri', 'slackers', 'kargil', 'years', '3 years later', '1999', 'shergill', 'vikram', 'sahil', 'singh', 'sameer', 'captain', 'sarin', 'balkar', 'indore', 'degree', 'numerous', 'ali', 'dhananjay', 'fatalities', 'letters', 'graduation', 'asks', 'shah', 'vikram singh', 'convince', 'havaldar balkar singh', 'ali shah']","['Action', 'Adventure', 'Comedy']","['adventurous', 'uplifting', 'tense']"
Fashion,"Drama, Romance",hi,2008-10-29,6.465,"['Ajay Monga', 'Madhur Bhandarkar', 'Niranjan Iyengar']",['Madhur Bhandarkar'],2h 47m,"['supermodel', 'glamorous', 'new', 'town', 'famous', 'realizes', 'finds', 'small', 'price', 'life', 'girl', 'dream']","['Drama', 'Romance']","['thought-provoking', 'serious', 'neutral']"
Golmaal Returns,Comedy,hi,2008-10-29,5.126,"['Indie', 'Rumi Jaffery', 'Ashiesh Pandit']",['Rohit Shetty'],2h 15m,"['opera', 'land', 'middle', 'wife', 'yacht', 'smack', 'events', 'police', 'chain', 'all night', 'stuck', 'chaotic', 'drama', 'dab', 'junkie', 'night', 'lies', 'soap', 'gopal', 'distress', 'avoid', 'sets', 'damsel', 'case']",['Comedy'],"['neutral', 'lighthearted', 'funny']"
De Taali,"Romance, Comedy, Drama",hi,2008-11-01,4.5,"['Vishal Dadlani', 'Ruchika Roy', 'Abbas Tyrewala']",['Eeshwar Nivas'],unknown,"['rich', 'live', 'falls', 'amu & abhi', 'paglu', 'guys', 'meets', 'fun', 'lives', 'drink', 'weird', 'sleep', 'guy', 'life', 'turn', 'amu', 'realize', 'girl', 'eat', 'helps', 'takes', 'treat', 'feelings', 'kind', 'love', 'makes', 'classy', 'abhi', 'time', 'paglu & abhi']","['Romance', 'Comedy', 'Drama']","['thought-provoking', 'serious', 'neutral']"
Love at first sight,Romance,hi,2008-11-04,0.0,['Armaan Shahabi'],"['Arshad Khan', 'Arshad Khan']",2h 20m,"['ajay saves anju', 'fall', 'ajay', 'height', 'know', 'mountain', 'love', 'sight', 'engaged', 'past', 'anju', 'saves']",['Romance'],"['neutral', 'uplifting', 'heartwarming']"
Ek Vivaah… Aisa Bhi,"Drama, Romance",hi,2008-11-07,6.8,"['Sooraj R. Barjatya', 'Ashapurna Devi', 'Ravindra Jain']",['Kaushik Ghatak'],2h 12m,"['marriage', 'prem', 'day', 'takes', 'new', 'singing', 'responsibilities', 'holds', 'compels', 'love', 'waits', 'years', 'the day', 'chandni', 'career', 'tragedy', 'heart', 'come']","['Drama', 'Romance']","['thought-provoking', 'serious', 'neutral']"
EMI,"Comedy, Crime",hi,2008-11-07,7.0,"['Shabbir Ahmed', 'Khalid Azmi', 'Shakeel Azmi']","['Saurabh Kabra', 'Sanjay Khanna']",unknown,"['malaika', 'saurabh', 'hai', 'easy', 'november 7, 2008', 'saurabh kabra', 'extension', 'liya', 'sanjay dutt', 'arora', 'released', 'sanjay', 'urmila', 'urmila matondkar', 'film', 'monthly', 'kabra', 'installment', 'starring', 'chukana', 'padega', '2008', 'dutt', 'directed', 'malaika arora', 'social', 'bollywood', 'matondkar', 'lots', 'november', 'toh']","['Comedy', 'Crime']","['neutral', 'lighthearted', 'funny']"
Dasvidaniya,Drama,hi,2008-11-07,7.034,"['Kailash Kher', 'Arshad Syed']",['Shashant Shah'],1h 53m,"['bucket', 'die', 'list', 'man', 'loves', 'realizes', 'lists', 'makes']",['Drama'],"['neutral', 'serious', 'emotional']"
Dostana,"Drama, Comedy, Romance",hi,2008-11-13,6.2,"['Anvita Dutt', 'Tarun Mansukhani']","['Tarun Mansukhani', 'Punit Malhotra']",2h 25m,"['miami', 'ruse', 'straight', 'fall', 'couple', 'secure', 'gorgeous', 'trying', 'apartment', 'ensues', 'guys', 'posh', 'strive', 'roommate', 'gay', 'convince', 'heart', 'win', 'pretend', 'hilarity']","['Drama', 'Comedy', 'Romance']","['serious', 'neutral', 'lighthearted']"
Deshdrohi,"Action, Crime, Thriller",hi,2008-11-14,2.3,"['Vimal Kashyap', 'Kamal Rashid Khan', 'Thakor Shivaji Pravinji']",['Jagdish A. Sharma'],2h 20m,"['stars', 'jeopardy', 'trying', 'rural', 'narcotics', 'involved', 'save', 'pursue', 'bhatt', 'raja', 'mumbai', 'young', 'harshita', 'meets', 'leaves', 'gone', 'lives', 'notorious', 'bad', 'dreams', 'drama', 'care', 'lovely', 'kamal r. khan', 'kim sharma', 'works', 'city', 'gracy', 'sharma', 'harshita bhatt', 'khan', 'life', 'brother', 'deal', 'pay', 'singh', 'gets', 'kim', 'arrival', 'dealer', 'heads', 'kamal', 'drug', 'sonia', 'big']","['Action', 'Crime', 'Thriller']","['tense', 'dark', 'neutral']"
Yuvvraaj,Drama,hi,2008-11-21,5.109,"['Sachin Bhowmick', 'Subhash Ghai', 'Kamlesh Pandey']",['Subhash Ghai'],2h 31m,"['fight', 'father', 'games', 'wealth', 'play', 'brothers', 'inherit']",['Drama'],"['neutral', 'serious', 'emotional']"
Gandhi's Children,"Drama, Documentary",hi,2008-11-26,5.0,[],['David MacDougall'],unknown,"['strength', 'facilities', 'labourers', 'accommodation', 'abandoned', 'children', 'outskirts', 'court', 'order', 'building', 'streets', 'petty', 'about half', '181', 'held', 'knowledge', 'strain', 'provides', 'living', 'lives', 'institution', 'character', 'picked', 'run', 'filmmaker', 'months', 'boys', 'several months', 'food', 'harshness', 'varied', 'experiences', 'shelter', 'explores', 'arrived', 'half', 'delhi', 'home', 'remarkable', 'crimes', 'day', 'routines', 'orphans', 'additional', '350', 'placing', 'child', 'deteriorating', 'resilience']","['Drama', 'Documentary']","['neutral', 'serious', 'emotional']"
Sorry Bhai,"Drama, Romance",hi,2008-11-28,4.1,"['Ashwini Malik', 'Amitabh Verma']",['Onir'],unknown,"['harsh(sanjay suri', 'joshi', 'bringing', 'suri', 'mom', 'irani', 'wedding', 'kasam', 'held', 'married', 'elder', 'mom(shabana', 'mauritius', 'siddharth', 'interested', 'succeed', 'siddharth(sharman joshi', 'dad(boman', 'aaliyah(chitrangada', 'brother', 'aaliyah', 'singh', 'attending', 'scientist', 'wishes', 'aaliyah(chitrangada singh', 'given', 'harsh(sanjay', 'siddharth(sharman', 'azmi', 'harsh', 'bring']","['Drama', 'Romance']","['thought-provoking', 'serious', 'neutral']"
Oye Lucky! Lucky Oye!,"Action, Comedy",hi,2008-11-28,7.039,"['Dibakar Banerjee', 'Urmi Juvekar', 'Manu Rishi Chadha']",['Dibakar Banerjee'],2h 5m,"['press', 'arrested', 'custody', 'lovinder', 'thief', 'reflect', 'facing', 'life', 'lovinder singh', 'managed', 'trial', 'reflects', 'singh', 'crime']","['Action', 'Comedy']","['uplifting', 'tense', 'dark']"
Maharathi,Thriller,hi,2008-12-04,6.7,"['Sanjay Chhel', 'Uttam Gada']",['Shivam Nair'],1h 54m,"['wife', 'murder', 'hatches', 'chauffeur', 'look', 'mallika', 'jai', 'insurance', 'jai singh', 'commits', 'money', 'planned', 'suicide', 'singh', 'plan', 'boss', 'win', 'subhash', 'teams']",['Thriller'],"['suspenseful', 'neutral', 'tense']"
Drona,"Action, Thriller",hi,2008-10-02,3.412,"['Goldie Behl', 'Rohini Killough', 'Vaibhav Modi']",['Goldie Behl'],2h 18m,"['family', 'young', 'aditya', 'man', 'orphaned', 'responsibilities', 'mystic', 'source', 'cosmic', 'energy', 'learns', 'lonely', 'warriors', 'guard', 'belongs', 'ancestral']","['Action', 'Thriller']","['tense', 'dark', 'suspenseful']"
Hello,Comedy,hi,2008-10-10,5.704,"['Atul Agnihotri', 'Jalees Sherwani', 'Alok Upadhyay']",['Atul Agnihotri'],unknown,"['workers', 'phone', 'receive', 'center', 'god']",['Comedy'],"['neutral', 'lighthearted', 'funny']"
Karzzzz,"Action, Romance, Thriller",hi,2008-10-17,3.3,"['Shiraz Ahmed', 'Sameer']",['Satish Kaushik'],2h 22m,"['unknown', 'decides', 'result', 'oberoi', 'monty oberoi', 'starts', 'falls', 'tina', 'place', 'guardian', 'kenya', 'death', 'feels', 'singer', 'meets', 'plot', 'dancer', 'visions', 'doctors', 'notices', 'appears', 'kamini', 'experiences', 'aware', 'sudden', 'having', 'hallucinating', 'advise', 'entrapped', 'monty', 'attracted', 'travel', 'love', 'break', 'incidents', 'kabira', 'uncle', 'resides']","['Action', 'Romance', 'Thriller']","['uplifting', 'tense', 'dark']"
Heroes,"Action, Adventure, Comedy",hi,2008-10-24,6.2,"['Aseem Arrora', 'Samir Karnik']",['Samir Karnik'],2h 19m,"['entrusts', 'america', 'naqvi', 'war', 'havaldar', 'sahil naqvi', 'located', 'armed', 'india', '3', 'leh', 'avinash', 'suri', 'manali', 'squadron', 'kuljeet', 'order', 'reporter', 'lieutenant', 'based', 'avinash sarin', 'deliver', 'leader', 'locate', 'youth', 'kargil war', 'film', 'chandigarh, manali', 'written', 'ibn', 'dr.', 'set', 'journey', 'kaur', 'men', 'kuljeet kaur', 'televise', 'forces', 'chandigarh', 'join', 'pakistan', 'sameer suri', 'slackers', 'kargil', 'years', '3 years later', '1999', 'shergill', 'vikram', 'sahil', 'singh', 'sameer', 'captain', 'sarin', 'balkar', 'indore', 'degree', 'numerous', 'ali', 'dhananjay', 'fatalities', 'letters', 'graduation', 'asks', 'shah', 'vikram singh', 'convince', 'havaldar balkar singh', 'ali shah']","['Action', 'Adventure', 'Comedy']","['adventurous', 'uplifting', 'tense']"
Fashion,"Drama, Romance",hi,2008-10-29,6.465,"['Ajay Monga', 'Madhur Bhandarkar', 'Niranjan Iyengar']",['Madhur Bhandarkar'],2h 47m,"['supermodel', 'glamorous', 'new', 'town', 'famous', 'realizes', 'finds', 'small', 'price', 'life', 'girl', 'dream']","['Drama', 'Romance']","['thought-provoking', 'serious', 'neutral']"
Golmaal Returns,Comedy,hi,2008-10-29,5.126,"['Indie', 'Rumi Jaffery', 'Ashiesh Pandit']",['Rohit Shetty'],2h 15m,"['opera', 'land', 'middle', 'wife', 'yacht', 'smack', 'events', 'police', 'chain', 'all night', 'stuck', 'chaotic', 'drama', 'dab', 'junkie', 'night', 'lies', 'soap', 'gopal', 'distress', 'avoid', 'sets', 'damsel', 'case']",['Comedy'],"['neutral', 'lighthearted', 'funny']"
De Taali,"Romance, Comedy, Drama",hi,2008-11-01,4.5,"['Vishal Dadlani', 'Ruchika Roy', 'Abbas Tyrewala']",['Eeshwar Nivas'],unknown,"['rich', 'live', 'falls', 'amu & abhi', 'paglu', 'guys', 'meets', 'fun', 'lives', 'drink', 'weird', 'sleep', 'guy', 'life', 'turn', 'amu', 'realize', 'girl', 'eat', 'helps', 'takes', 'treat', 'feelings', 'kind', 'love', 'makes', 'classy', 'abhi', 'time', 'paglu & abhi']","['Romance', 'Comedy', 'Drama']","['thought-provoking', 'serious', 'neutral']"
Love at first sight,Romance,hi,2008-11-04,0.0,['Armaan Shahabi'],"['Arshad Khan', 'Arshad Khan']",2h 20m,"['ajay saves anju', 'fall', 'ajay', 'height', 'know', 'mountain', 'love', 'sight', 'engaged', 'past', 'anju', 'saves']",['Romance'],"['neutral', 'uplifting', 'heartwarming']"
Ek Vivaah… Aisa Bhi,"Drama, Romance",hi,2008-11-07,6.8,"['Sooraj R. Barjatya', 'Ashapurna Devi', 'Ravindra Jain']",['Kaushik Ghatak'],2h 12m,"['marriage', 'prem', 'day', 'takes', 'new', 'singing', 'responsibilities', 'holds', 'compels', 'love', 'waits', 'years', 'the day', 'chandni', 'career', 'tragedy', 'heart', 'come']","['Drama', 'Romance']","['thought-provoking', 'serious', 'neutral']"
EMI,"Comedy, Crime",hi,2008-11-07,7.0,"['Shabbir Ahmed', 'Khalid Azmi', 'Shakeel Azmi']","['Saurabh Kabra', 'Sanjay Khanna']",unknown,"['malaika', 'saurabh', 'hai', 'easy', 'november 7, 2008', 'saurabh kabra', 'extension', 'liya', 'sanjay dutt', 'arora', 'released', 'sanjay', 'urmila', 'urmila matondkar', 'film', 'monthly', 'kabra', 'installment', 'starring', 'chukana', 'padega', '2008', 'dutt', 'directed', 'malaika arora', 'social', 'bollywood', 'matondkar', 'lots', 'november', 'toh']","['Comedy', 'Crime']","['neutral', 'lighthearted', 'funny']"
Dasvidaniya,Drama,hi,2008-11-07,7.034,"['Kailash Kher', 'Arshad Syed']",['Shashant Shah'],1h 53m,"['bucket', 'die', 'list', 'man', 'loves', 'realizes', 'lists', 'makes']",['Drama'],"['neutral', 'serious', 'emotional']"
Dostana,"Drama, Comedy, Romance",hi,2008-11-13,6.2,"['Anvita Dutt', 'Tarun Mansukhani']","['Tarun Mansukhani', 'Punit Malhotra']",2h 25m,"['miami', 'ruse', 'straight', 'fall', 'couple', 'secure', 'gorgeous', 'trying', 'apartment', 'ensues', 'guys', 'posh', 'strive', 'roommate', 'gay', 'convince', 'heart', 'win', 'pretend', 'hilarity']","['Drama', 'Comedy', 'Romance']","['serious', 'neutral', 'lighthearted']"
Deshdrohi,"Action, Crime, Thriller",hi,2008-11-14,2.3,"['Vimal Kashyap', 'Kamal Rashid Khan', 'Thakor Shivaji Pravinji']",['Jagdish A. Sharma'],2h 20m,"['stars', 'jeopardy', 'trying', 'rural', 'narcotics', 'involved', 'save', 'pursue', 'bhatt', 'raja', 'mumbai', 'young', 'harshita', 'meets', 'leaves', 'gone', 'lives', 'notorious', 'bad', 'dreams', 'drama', 'care', 'lovely', 'kamal r. khan', 'kim sharma', 'works', 'city', 'gracy', 'sharma', 'harshita bhatt', 'khan', 'life', 'brother', 'deal', 'pay', 'singh', 'gets', 'kim', 'arrival', 'dealer', 'heads', 'kamal', 'drug', 'sonia', 'big']","['Action', 'Crime', 'Thriller']","['tense', 'dark', 'neutral']"
Yuvvraaj,Drama,hi,2008-11-21,5.109,"['Sachin Bhowmick', 'Subhash Ghai', 'Kamlesh Pandey']",['Subhash Ghai'],2h 31m,"['fight', 'father', 'games', 'wealth', 'play', 'brothers', 'inherit']",['Drama'],"['neutral', 'serious', 'emotional']"
Gandhi's Children,"Drama, Documentary",hi,2008-11-26,5.0,[],['David MacDougall'],unknown,"['strength', 'facilities', 'labourers', 'accommodation', 'abandoned', 'children', 'outskirts', 'court', 'order', 'building', 'streets', 'petty', 'about half', '181', 'held', 'knowledge', 'strain', 'provides', 'living', 'lives', 'institution', 'character', 'picked', 'run', 'filmmaker', 'months', 'boys', 'several months', 'food', 'harshness', 'varied', 'experiences', 'shelter', 'explores', 'arrived', 'half', 'delhi', 'home', 'remarkable', 'crimes', 'day', 'routines', 'orphans', 'additional', '350', 'placing', 'child', 'deteriorating', 'resilience']","['Drama', 'Documentary']","['neutral', 'serious', 'emotional']"
Sorry Bhai,"Drama, Romance",hi,2008-11-28,4.1,"['Ashwini Malik', 'Amitabh Verma']",['Onir'],unknown,"['harsh(sanjay suri', 'joshi', 'bringing', 'suri', 'mom', 'irani', 'wedding', 'kasam', 'held', 'married', 'elder', 'mom(shabana', 'mauritius', 'siddharth', 'interested', 'succeed', 'siddharth(sharman joshi', 'dad(boman', 'aaliyah(chitrangada', 'brother', 'aaliyah', 'singh', 'attending', 'scientist', 'wishes', 'aaliyah(chitrangada singh', 'given', 'harsh(sanjay', 'siddharth(sharman', 'azmi', 'harsh', 'bring']","['Drama', 'Romance']","['thought-provoking', 'serious', 'neutral']"
Oye Lucky! Lucky Oye!,"Action, Comedy",hi,2008-11-28,7.039,"['Dibakar Banerjee', 'Urmi Juvekar', 'Manu Rishi Chadha']",['Dibakar Banerjee'],2h 5m,"['press', 'arrested', 'custody', 'lovinder', 'thief', 'reflect', 'facing', 'life', 'lovinder singh', 'managed', 'trial', 'reflects', 'singh', 'crime']","['Action', 'Comedy']","['uplifting', 'tense', 'dark']"
Maharathi,Thriller,hi,2008-12-04,6.7,"['Sanjay Chhel', 'Uttam Gada']",['Shivam Nair'],1h 54m,"['wife', 'murder', 'hatches', 'chauffeur', 'look', 'mallika', 'jai', 'insurance', 'jai singh', 'commits', 'money', 'planned', 'suicide', 'singh', 'plan', 'boss', 'win', 'subhash', 'teams']",['Thriller'],"['suspenseful', 'neutral', 'tense']"
"Oh, My God!!","Comedy, Drama",hi,2008-12-05,5.0,"['Vipul Binjola', 'Asit Kaul', 'Manisha Ojha']",['Sourabh Shrivastava'],unknown,"['gupta', 'wife', 'trying', 'displeasure', 'based', 'people', 'mumbai', 'including', 'puts', 'married', 'investment', 'global', 'works', 'rajendra', 'group', 'engrossed', 'years', 'parent', 'rajendra gupta', 'five years', 'workers', 'invest', 'savings', 'global investment group', 'scheme', 'suman']","['Comedy', 'Drama']","['serious', 'neutral', 'lighthearted']"
Gumnaam: The Mystery,"Crime, Mystery, Romance",hi,2008-12-05,6.0,"['Neeraj Pathak', 'Sameer']",['Neeraj Pathak'],1h 47m,"['decides', 'fall', 'maker', 'help', 'dev', 'mahima', 'filming', 'sounds', 'start', 'telephones', 'morea', 'telephone', 'disconnected', 'enroute', 'based', 'shimla', 'mumbai', 'tunnel', 'surroundings', 'chaudhary', 'act', 'meets', 'mandir', 'mahima chaudhary', 'days', 'hanumanji', 'phone', 'film', 'hear', 'know', 'muni', 'aspiring', 'tells', 'unable', 'dino morea', 'distressed', 'locates', 'echo', 'model', 'bells', 'travel', 'question', 'several days later', 'gets', 'assist', 'location', 'actress', 'scenic', 'going', 'lead', 'gandhi', 'dino', 'love', 'stuntman', 'offer', 'haunts', 'provide', 'asks', 'emanate', 'renowned', 'ria', 'muni gandhi']","['Crime', 'Mystery', 'Romance']","['neutral', 'uplifting', 'heartwarming']"
Dil Kabaddi,"Drama, Romance",hi,2008-12-05,10.0,"['Vivek Anand', 'Anil Senior', 'Selina Sheth']",['Anil Senior'],2h,"['simi', 'baby', 'samit', 'wife', 'sharma', 'rishi', 'news', 'separation', 'friends', 'announcing', 'mita', 'rishi sharma', 'hoping']","['Drama', 'Romance']","['thought-provoking', 'serious', 'neutral']"
Rab Ne Bana Di Jodi,"Comedy, Drama, Romance",hi,2008-12-11,7.097,['Aditya Chopra'],['Aditya Chopra'],2h 47m,"['vivacious', 'young', 'man', 'remain', 'love', 'falls', 'find', 'bachelor', '40', 'lonely', 'life', 'woman', 'ish', 'chance', 'likely']","['Comedy', 'Drama', 'Romance']","['serious', 'neutral', 'lighthearted']"
Ghajini,"Action, Romance, Thriller",hi,2008-12-25,7.018,"['Piyush Mishra', 'A.R. Murugadoss', 'Athar Nawaaz']",['A.R. Murugadoss'],3h 6m,"['death', 'notes', 'sets', 'result', 'suffering', 'photographs', 'man', 'violent', 'aid', 'tattoos', 'anterograde', 'body', 'girlfriend', 'attack', 'past', 'amnesia', 'avenge']","['Action', 'Romance', 'Thriller']","['uplifting', 'tense', 'dark']"
